学习时长,出勤率,家长参与度,资源获取,课外活动,睡眠时间,过往成绩,学习动机水平,网络接入,辅导课程,家庭收入,教师质量,学校类型,同伴影响,体育活动,学习障碍,家长教育水平,家庭距离,性别,考试成绩
17,74,中,中,是,8,58,低,是,1,高,中,公立,中性,2,否,大学,远,男,63
20,77,中,低,是,7,68,中,否,0,中,高,私立,积极,3,否,大学,近,女,65
23,76,低,中,否,7,86,低,否,1,低,中,私立,积极,4,否,大学,远,男,64
20,75,低,中,否,7,67,高,是,0,中,中,私立,中性,4,否,高中,近,男,64
17,97,低,高,是,6,90,低,是,2,中,低,公立,消极,2,否,高中,中等,男,69
19,93,高,高,否,7,84,中,是,5,低,高,公立,消极,3,否,高中,近,女,73
19,64,中,中,是,8,81,高,是,1,中,中,公立,消极,3,是,高中,中等,男,62
18,64,低,低,是,7,97,低,是,2,中,低,私立,中性,4,否,大学,近,男,62
18,77,中,中,是,6,95,高,是,0,中,高,私立,积极,2,否,研究生,中等,女,68
30,64,中,中,否,7,86,低,是,1,中,中,私立,积极,3,否,研究生,远,女,66
23,85,低,高,是,8,60,高,是,2,中,中,公立,积极,1,是,大学,中等,女,68
18,66,低,高,是,5,97,中,是,4,中,中,公立,中性,4,否,高中,中等,男,66
24,81,低,中,是,6,61,低,是,3,中,中,公立,积极,3,否,研究生,近,男,69
18,60,中,中,是,5,69,中,是,0,中,中,公立,中性,2,否,研究生,近,女,62
27,73,低,中,否,7,91,中,是,2,高,中,公立,中性,4,否,大学,远,女,68
22,87,中,中,否,8,60,低,是,2,中,高,公立,消极,2,否,大学,中等,男,67
19,79,低,中,否,9,82,中,是,1,低,中,私立,中性,4,否,高中,近,男,65
23,99,低,中,否,9,73,中,是,0,低,中,公立,消极,4,否,大学,近,男,69
11,95,中,中,否,6,81,高,是,2,低,低,公立,积极,3,否,高中,近,男,67
13,74,低,低,是,7,98,高,是,0,中,中,公立,积极,3,否,研究生,近,女,64
13,62,低,中,是,6,90,中,否,3,高,高,私立,中性,3,是,研究生,近,女,62
21,94,中,中,是,9,65,低,是,5,高,高,私立,中性,3,是,高中,近,男,71
30,96,中,高,是,9,53,中,否,0,中,中,私立,中性,3,否,高中,近,男,72
33,93,高,高,是,7,98,低,是,0,中,中,公立,消极,2,是,高中,近,女,74
24,65,低,高,否,6,79,低,是,1,中,高,公立,中性,2,否,研究生,近,男,66
23,100,高,低,是,4,59,中,是,2,中,中,公立,积极,4,否,高中,近,女,72
9,70,高,中,否,5,81,中,是,1,高,高,私立,中性,4,否,研究生,近,女,65
17,89,高,中,是,4,52,高,是,0,低,中,公立,积极,3,否,大学,远,女,67
15,96,中,高,是,5,59,高,是,2,中,高,私立,中性,2,否,高中,近,男,70
16,69,高,中,是,10,82,中,是,0,低,高,公立,消极,1,是,高中,中等,男,62
19,96,低,低,是,5,70,高,是,0,低,中,公立,积极,2,否,高中,远,男,66
17,72,低,中,是,5,66,中,是,2,高,高,公立,消极,3,否,大学,近,男,65
8,99,低,高,是,6,83,高,是,2,中,高,公立,积极,4,是,研究生,近,男,70
24,71,高,高,是,10,93,低,是,2,中,中,私立,积极,2,是,大学,近,女,69
14,98,中,中,是,7,84,低,是,3,高,中,公立,中性,3,否,高中,近,女,70
21,62,高,高,否,8,73,中,是,2,高,中,私立,消极,2,否,大学,近,女,66
32,88,中,低,是,7,83,低,是,1,低,高,私立,积极,4,否,研究生,近,男,73
14,81,高,中,否,4,85,低,是,3,中,高,公立,积极,4,否,研究生,中等,女,69
5,79,高,高,是,9,89,低,是,3,中,中,私立,中性,3,否,大学,近,女,66
18,69,高,中,是,8,65,中,是,4,中,中,公立,中性,4,否,高中,远,男,65
27,88,中,低,否,7,56,高,是,2,低,中,公立,中性,4,否,研究生,近,女,70
32,68,高,高,否,10,84,中,是,0,中,高,私立,积极,2,否,研究生,远,男,70
13,82,高,中,否,6,56,高,是,2,低,高,公立,中性,4,否,研究生,近,男,67
23,70,中,高,是,7,73,高,是,1,低,中,私立,积极,3,否,研究生,近,男,68
17,98,中,低,是,6,62,低,是,1,中,中,私立,中性,2,否,大学,近,女,68
19,61,高,中,否,9,67,中,是,0,低,中,公立,消极,2,否,大学,远,女,61
36,68,中,中,是,8,74,高,是,2,中,中,公立,消极,3,否,高中,近,男,70
11,70,高,高,否,7,95,高,是,0,低,高,公立,消极,5,否,大学,中等,男,65
22,77,低,中,是,5,84,中,否,3,高,中,公立,积极,2,否,高中,中等,男,66
23,69,中,中,是,6,59,中,是,3,高,中,公立,中性,3,否,研究生,中等,男,67
27,80,低,低,是,5,94,高,是,3,高,中,公立,消极,3,否,高中,近,男,69
21,95,中,高,否,9,75,中,是,1,低,中,公立,中性,2,否,大学,远,男,69
22,88,中,中,是,5,60,低,是,1,低,中,公立,中性,2,否,高中,中等,男,67
18,83,高,低,否,9,76,中,是,0,中,低,私立,中性,4,否,高中,近,女,66
22,64,低,中,是,9,60,中,是,1,高,高,私立,中性,2,否,高中,近,男,63
18,88,高,中,否,6,68,低,是,0,中,高,公立,中性,4,否,高中,远,女,67
24,67,高,低,是,6,90,中,是,0,低,中,公立,中性,1,否,大学,远,男,64
18,91,中,低,否,6,83,中,是,2,低,中,私立,中性,4,否,高中,近,男,68
22,70,中,高,是,8,74,低,是,2,低,高,公立,消极,2,否,,中等,男,65
20,77,中,低,否,9,61,中,是,2,中,中,公立,中性,3,否,高中,近,男,65
27,74,中,低,是,9,64,高,否,1,低,中,公立,中性,3,否,高中,近,男,65
20,94,低,中,是,6,99,中,是,0,中,中,公立,消极,4,否,大学,近,女,70
9,65,中,高,是,9,67,中,是,1,高,中,公立,中性,3,否,高中,近,女,62
28,83,高,低,否,9,81,中,是,0,低,中,公立,中性,4,否,高中,中等,男,68
15,66,低,高,是,7,75,低,是,0,高,高,公立,消极,3,否,大学,近,男,62
16,88,中,高,是,7,51,中,是,0,中,中,公立,积极,3,否,大学,近,女,68
16,96,高,中,是,9,97,中,是,0,中,高,私立,中性,5,否,大学,近,男,72
28,77,高,中,是,9,54,低,是,1,高,中,公立,积极,3,否,研究生,近,女,70
7,80,高,中,否,9,83,低,否,3,中,中,公立,中性,3,否,高中,远,女,62
39,97,高,高,是,10,91,中,是,2,低,中,公立,积极,3,否,高中,中等,女,79
26,81,中,高,是,8,87,中,是,2,高,高,公立,中性,1,否,研究生,近,男,73
21,80,高,高,是,7,90,高,是,1,低,低,公立,消极,2,否,大学,远,男,68
20,83,高,中,是,9,87,低,是,0,高,中,公立,中性,2,否,高中,近,男,68
22,88,中,中,是,10,72,中,是,2,低,高,公立,中性,2,否,高中,中等,女,69
23,64,中,低,是,6,95,高,是,1,低,中,公立,积极,2,是,大学,远,女,63
24,93,中,中,是,7,96,中,否,5,高,中,公立,消极,4,否,研究生,近,女,74
23,77,中,中,是,5,72,中,是,2,高,高,公立,消极,5,否,大学,中等,女,69
21,63,中,低,否,8,74,中,是,0,低,中,公立,消极,3,否,高中,近,女,61
19,91,中,低,是,8,74,低,是,4,中,中,公立,中性,2,是,研究生,近,女,69
19,75,中,低,否,6,64,高,是,2,低,中,公立,中性,3,否,高中,近,女,64
19,64,中,中,是,9,56,低,是,2,低,中,公立,积极,4,否,研究生,远,女,63
27,85,低,高,否,6,63,低,是,1,低,中,公立,消极,2,否,大学,近,男,68
24,95,高,中,是,6,92,中,是,2,低,中,公立,中性,3,否,高中,远,男,72
2,96,低,高,是,9,77,中,是,3,中,,公立,中性,2,否,高中,远,女,65
24,98,低,低,否,6,93,低,否,2,低,低,公立,积极,4,否,大学,近,男,69
21,95,中,低,否,5,87,低,是,2,中,中,私立,中性,4,否,高中,近,男,70
20,60,中,中,是,8,67,低,是,1,中,中,公立,中性,4,否,研究生,中等,女,63
18,75,低,中,是,7,59,低,是,0,中,中,公立,积极,2,是,高中,近,女,62
27,93,中,中,是,9,78,低,是,1,低,中,公立,积极,2,否,研究生,近,女,72
26,75,高,高,否,8,97,中,是,1,低,中,公立,中性,4,否,高中,远,男,69
15,84,中,中,否,4,92,低,是,2,中,中,公立,消极,3,否,高中,中等,女,66
22,84,中,中,是,9,88,中,是,2,低,高,私立,中性,4,否,研究生,近,男,71
14,75,低,低,否,10,88,中,是,2,低,中,私立,消极,3,否,大学,中等,女,62
12,96,中,低,是,9,76,中,是,2,中,高,公立,积极,2,否,高中,近,男,68
16,80,高,低,否,9,58,低,是,0,中,中,公立,中性,2,否,高中,近,女,63
25,79,中,中,是,7,64,中,是,0,低,中,公立,中性,3,否,大学,远,女,66
26,100,高,中,是,6,79,高,是,1,中,高,公立,积极,3,否,大学,中等,男,75
23,80,中,低,是,7,66,高,是,1,高,高,私立,积极,4,否,大学,近,女,69
24,67,高,中,否,8,89,中,是,2,高,低,私立,积极,3,否,高中,近,女,68
23,81,高,中,否,8,69,中,是,5,中,中,公立,消极,2,否,高中,中等,男,69
16,93,高,低,否,6,56,中,是,2,低,中,公立,积极,4,否,高中,近,男,67
23,91,高,中,是,6,89,中,是,3,中,中,私立,消极,3,否,研究生,近,男,73
25,92,中,高,是,5,85,低,是,1,低,中,公立,消极,1,否,大学,近,男,71
25,88,高,中,是,8,63,中,是,2,高,中,公立,积极,3,否,高中,中等,女,71
27,70,中,中,否,6,99,高,是,2,低,中,私立,中性,2,否,高中,近,女,68
24,94,高,低,否,7,70,中,是,1,高,中,公立,中性,1,否,高中,近,男,70
22,96,低,高,是,10,84,低,是,1,高,高,公立,消极,3,否,高中,近,男,71
26,68,中,高,否,8,96,高,是,1,中,高,公立,中性,2,否,高中,近,男,69
20,65,高,中,否,7,58,中,否,3,低,中,私立,中性,4,否,高中,近,男,63
15,99,低,中,是,8,94,中,是,2,中,中,私立,中性,3,否,研究生,近,男,71
19,95,中,中,是,9,85,中,否,2,低,中,公立,消极,3,否,大学,近,男,69
16,96,高,中,是,5,58,中,是,2,高,低,公立,积极,5,否,研究生,中等,男,71
16,95,中,低,否,6,83,低,是,2,低,高,私立,中性,3,否,高中,近,女,68
19,82,中,中,否,7,94,中,是,1,中,中,公立,积极,3,否,高中,近,女,68
15,86,中,低,否,6,90,中,是,0,中,高,公立,中性,3,否,研究生,远,男,66
18,82,中,中,否,7,88,中,是,3,低,中,公立,消极,3,否,大学,中等,女,67
9,62,低,高,是,5,58,低,是,0,中,高,私立,积极,5,否,大学,中等,女,59
21,90,低,中,否,8,60,中,是,1,低,中,公立,消极,2,否,大学,近,女,66
20,80,低,低,否,6,77,低,是,0,中,高,私立,消极,3,否,高中,近,男,64
15,86,中,中,否,7,79,中,是,1,低,中,公立,中性,3,是,高中,中等,女,64
24,80,中,高,是,7,97,中,是,0,低,高,私立,中性,4,否,高中,中等,女,69
26,80,高,低,否,8,73,高,是,1,中,中,公立,中性,3,否,高中,近,男,69
10,67,中,中,否,4,65,中,否,3,中,中,公立,积极,3,否,高中,近,男,61
15,71,高,高,否,8,60,中,是,0,低,高,私立,消极,3,否,高中,远,女,62
15,66,低,中,否,7,53,中,是,2,中,高,公立,消极,3,否,大学,近,女,61
14,68,中,中,是,8,53,高,是,1,中,高,私立,积极,2,否,大学,近,女,63
25,99,中,低,否,5,79,低,是,2,低,中,公立,积极,4,否,大学,近,女,71
19,66,高,高,是,8,59,中,是,1,中,低,公立,积极,2,否,研究生,中等,女,65
18,71,高,高,是,9,93,中,是,1,低,高,私立,中性,4,否,大学,中等,男,68
8,84,高,高,否,7,80,中,是,1,高,高,公立,积极,4,否,高中,中等,男,67
24,84,低,高,是,6,93,高,是,2,低,中,公立,中性,1,否,高中,近,女,70
13,66,高,中,是,6,71,中,是,3,中,中,公立,中性,3,否,高中,近,男,64
20,92,中,高,否,8,80,高,是,0,中,中,私立,中性,3,否,大学,近,男,71
22,91,高,中,是,8,76,低,是,2,中,中,公立,中性,3,否,大学,中等,女,71
28,69,中,高,否,8,99,低,是,0,高,中,私立,消极,3,否,高中,中等,女,67
12,72,中,低,是,7,90,中,是,0,高,中,公立,积极,3,否,研究生,远,男,63
2,98,低,高,是,7,80,高,是,2,低,高,公立,中性,1,否,高中,近,男,66
21,93,中,低,是,7,80,中,是,3,高,中,公立,中性,1,否,高中,中等,男,70
31,88,中,低,否,6,62,中,是,2,低,中,私立,积极,4,否,高中,近,男,70
27,63,低,中,是,8,87,中,是,3,低,高,私立,积极,3,否,高中,近,女,67
21,77,低,中,否,7,99,高,是,3,中,高,公立,中性,3,否,研究生,近,男,69
17,82,高,低,否,9,56,低,是,3,高,中,公立,积极,2,否,高中,近,女,66
25,67,中,高,否,9,82,中,是,1,中,中,公立,积极,3,否,研究生,远,女,67
14,78,高,中,是,7,76,中,是,0,高,中,公立,消极,2,是,大学,近,女,65
23,84,高,高,是,8,93,中,是,1,高,中,公立,积极,3,否,研究生,远,男,72
23,73,高,高,否,6,50,中,是,1,中,中,公立,积极,3,否,大学,近,男,68
26,91,高,中,是,7,57,低,是,3,中,中,公立,消极,3,否,大学,近,男,72
37,94,高,中,是,8,52,高,是,1,低,中,私立,积极,3,否,研究生,近,男,76
22,73,中,低,是,5,58,中,是,4,低,中,公立,积极,3,是,大学,近,女,65
17,94,低,中,否,8,85,中,是,1,中,低,公立,积极,4,否,高中,近,男,68
20,64,中,中,是,6,57,中,是,3,低,高,公立,中性,4,否,大学,近,女,65
9,94,中,中,是,6,81,低,是,0,低,高,公立,积极,3,否,高中,近,男,66
16,66,低,中,否,6,93,中,是,7,低,中,公立,消极,2,否,高中,远,男,63
18,63,中,低,否,7,52,中,是,2,高,高,公立,积极,3,否,研究生,中等,女,63
17,86,中,中,是,5,51,中,是,2,低,中,私立,中性,2,否,研究生,中等,男,66
21,79,高,低,是,8,99,中,是,2,低,高,公立,积极,4,否,高中,近,男,69
15,96,中,高,是,7,84,高,是,3,中,低,公立,积极,1,否,研究生,近,男,72
27,75,中,低,是,10,57,中,是,3,高,低,公立,消极,3,否,高中,近,男,66
20,71,中,中,是,7,65,中,否,2,中,中,公立,消极,4,否,高中,中等,女,64
20,80,中,低,是,8,99,低,是,0,低,高,私立,积极,3,否,高中,,男,67
18,78,高,高,是,6,61,低,是,1,低,中,私立,积极,5,否,高中,近,男,67
21,74,低,中,是,5,88,中,是,1,中,高,公立,中性,1,否,大学,近,男,66
25,88,中,低,是,8,62,低,是,2,低,中,公立,中性,2,否,高中,近,女,68
15,90,中,中,否,5,70,中,是,0,中,中,私立,中性,2,否,高中,中等,男,65
16,94,中,高,是,8,94,高,是,2,低,高,私立,消极,3,否,高中,近,男,71
18,99,中,高,是,10,51,中,是,1,中,低,公立,中性,4,否,研究生,近,男,71
12,71,中,中,是,8,65,中,是,1,中,高,私立,中性,2,否,高中,中等,男,62
15,89,中,高,是,8,74,低,是,2,中,高,公立,积极,2,否,大学,近,男,69
17,76,中,低,否,7,81,低,是,4,高,中,私立,中性,2,否,高中,近,男,65
25,87,高,低,否,6,51,低,是,3,中,中,公立,中性,3,否,研究生,近,男,70
22,79,中,中,是,7,71,中,是,2,低,,私立,中性,2,否,大学,中等,男,66
21,100,中,中,否,6,67,中,是,0,高,中,公立,积极,3,否,高中,远,男,70
25,89,中,高,否,5,51,低,是,2,中,高,私立,消极,2,否,研究生,中等,女,70
19,98,低,高,是,7,68,中,是,1,低,中,私立,中性,4,否,高中,中等,女,69
22,93,高,低,是,9,97,中,是,2,中,中,公立,中性,3,是,高中,近,男,71
19,96,中,中,否,5,64,中,是,1,中,中,公立,中性,3,否,高中,近,男,69
22,93,高,中,否,9,79,中,是,2,中,高,公立,积极,2,否,研究生,近,女,73
17,78,中,中,是,9,65,低,是,1,中,高,公立,中性,4,否,高中,中等,女,65
5,70,高,高,是,8,55,中,是,3,低,中,公立,中性,3,否,高中,近,男,62
19,75,中,高,否,8,64,中,是,2,高,低,公立,消极,5,否,研究生,中等,女,67
29,61,低,中,是,7,74,高,是,1,中,中,公立,中性,3,否,研究生,中等,男,65
26,81,低,中,否,7,65,低,是,1,中,中,公立,中性,3,否,高中,远,男,65
26,80,中,高,是,6,81,中,是,0,中,中,公立,中性,2,否,大学,近,女,70
27,81,中,中,是,7,97,低,是,1,中,中,公立,中性,2,否,大学,近,女,70
21,99,中,高,是,7,53,中,是,0,中,低,公立,中性,4,否,研究生,近,女,71
21,96,高,低,否,10,86,低,是,1,低,高,公立,中性,3,否,大学,近,男,71
16,66,中,中,是,8,50,低,是,1,中,高,公立,中性,4,否,高中,中等,男,62
18,75,中,低,否,7,50,中,是,4,低,中,公立,积极,2,否,研究生,近,女,65
24,77,高,中,是,7,57,中,是,3,中,高,公立,积极,2,否,大学,远,男,84
27,74,中,中,是,6,74,中,是,2,中,高,公立,中性,2,否,大学,远,男,68
19,92,高,中,是,6,52,中,是,3,高,中,公立,积极,1,否,高中,近,男,70
17,81,中,高,否,8,86,中,是,1,中,中,私立,中性,3,否,研究生,近,男,68
20,83,中,中,否,6,51,中,是,2,低,高,公立,消极,4,否,研究生,近,男,67
24,94,低,中,是,6,75,低,是,1,低,高,公立,消极,4,否,高中,近,女,69
11,92,高,高,是,6,84,中,是,2,低,低,公立,消极,1,否,高中,近,女,68
6,65,高,高,否,6,62,中,否,3,低,低,公立,中性,1,否,高中,近,男,59
17,89,高,低,是,9,79,中,否,0,中,中,公立,积极,2,否,大学,近,女,67
13,77,中,高,是,7,63,低,是,0,高,低,公立,积极,1,否,高中,中等,男,63
17,72,高,高,是,7,61,低,是,1,中,中,公立,消极,4,否,高中,近,女,65
19,62,中,中,否,7,91,低,是,1,低,中,公立,积极,3,否,大学,近,男,63
17,79,中,中,否,7,67,低,是,1,低,中,私立,积极,3,否,高中,近,女,64
29,74,高,中,是,6,91,高,是,3,低,高,公立,积极,4,否,大学,远,女,72
22,70,低,中,是,5,61,高,是,1,低,中,公立,消极,3,否,大学,中等,男,63
22,88,中,中,否,9,68,中,否,2,中,中,公立,中性,2,是,高中,近,男,66
24,91,中,中,是,8,55,低,是,0,中,低,私立,中性,2,否,大学,中等,女,67
13,70,高,高,是,8,75,高,是,1,高,中,公立,积极,2,是,研究生,中等,男,66
26,62,中,中,是,8,69,中,是,2,中,高,公立,积极,3,否,大学,中等,女,66
20,94,中,中,是,10,50,低,是,1,低,高,私立,消极,4,是,研究生,近,女,68
24,60,高,高,否,6,73,中,是,1,低,中,私立,积极,5,否,研究生,中等,男,66
14,97,中,中,是,5,54,中,是,3,中,中,公立,消极,2,否,大学,近,女,68
11,85,中,中,是,8,92,低,是,2,中,中,公立,消极,4,否,高中,远,女,65
25,73,中,中,是,5,75,低,是,0,中,中,私立,积极,2,否,大学,近,女,67
22,70,高,低,否,7,85,中,是,0,高,中,私立,消极,3,否,高中,远,男,64
15,60,低,高,否,7,91,低,是,0,低,中,私立,消极,2,否,大学,远,男,59
15,69,中,中,是,8,53,低,否,0,高,中,私立,消极,3,否,高中,近,男,60
27,66,低,高,否,6,67,低,是,1,高,高,公立,消极,4,否,大学,远,女,65
13,84,中,中,是,9,51,高,是,0,低,中,公立,消极,4,否,高中,近,女,64
30,67,中,高,否,6,52,中,是,1,低,中,公立,中性,1,否,高中,近,女,66
15,81,中,中,是,8,52,中,是,0,中,中,公立,中性,2,否,研究生,近,男,65
24,84,中,中,是,6,74,中,是,2,中,高,公立,积极,2,否,高中,远,男,69
18,72,高,高,是,8,73,中,是,0,中,中,私立,积极,4,是,高中,近,女,66
24,61,高,中,是,5,53,中,是,1,低,高,私立,中性,5,否,大学,,女,65
17,61,高,中,否,7,63,低,是,1,中,中,公立,积极,4,否,大学,中等,女,62
19,61,中,低,否,9,62,中,是,2,中,中,公立,中性,2,否,高中,远,女,60
20,90,低,中,否,7,65,低,否,4,低,高,公立,积极,4,否,大学,中等,女,68
14,73,中,高,是,9,82,中,是,1,中,中,公立,消极,3,否,高中,近,女,64
24,92,高,高,否,7,85,高,是,0,中,中,公立,积极,3,否,大学,近,女,73
17,77,中,中,是,6,67,低,是,1,低,中,公立,积极,1,否,大学,近,男,64
19,78,高,高,否,7,89,中,是,2,中,中,公立,中性,4,否,,中等,女,69
14,81,低,中,否,8,71,低,是,1,低,高,公立,中性,3,是,研究生,近,女,63
5,89,中,中,是,4,76,高,是,2,中,中,公立,中性,3,否,大学,近,男,65
19,71,中,中,否,8,57,中,是,2,中,高,公立,积极,4,否,高中,中等,男,65
34,65,中,中,是,6,62,高,是,0,中,高,公立,消极,3,否,高中,近,男,67
25,82,中,中,是,5,86,中,否,0,低,低,公立,积极,4,否,高中,近,男,67
20,73,中,中,否,8,99,低,是,1,中,中,私立,积极,3,否,高中,近,男,66
18,78,中,高,是,9,85,高,是,1,低,高,私立,消极,2,否,研究生,近,男,68
20,86,中,低,是,7,53,中,是,1,低,高,公立,消极,2,否,高中,近,男,65
23,80,低,低,是,5,57,中,是,1,低,中,公立,中性,4,否,研究生,近,男,66
13,85,高,低,是,6,72,中,是,2,低,中,公立,积极,1,否,大学,中等,女,66
27,82,中,中,是,6,87,低,否,2,低,高,公立,积极,2,否,高中,近,男,69
24,90,中,中,否,7,58,中,是,2,低,中,私立,中性,2,否,研究生,近,男,70
24,88,中,低,是,7,88,中,是,2,中,高,私立,中性,2,否,研究生,中等,男,71
